datetime,AT,CZ,IT_CNOR,DK_2,GR,NL,RS,SE_3,IT_NORD,HU,PL,DE_LU,ES,NO_1,BE,HR,IE_SEM,CH,FR
2026-07-07 22:00:00+00:00,141.11,122.37,160.79,113.559998,158.35,137.63,144.77,19.99,160.79,159.2,107.2,119.71,146.02,88.81,147.87,151.15,229.555,120.0,137.74
2026-07-07 22:15:00+00:00,137.79,119.0,162.56,102.449997,158.74,126.48,144.77,15.44,162.56,159.47,98.04,116.96,145.5,87.48,131.0,149.55,229.555,120.0,127.03
2026-07-07 22:30:00+00:00,132.95,109.11,154.63,105.800003,154.96,120.66,144.77,14.3,154.63,156.81,97.2,112.03,144.0,85.87,126.54,145.81,229.555,120.0,115.88
2026-07-07 22:45:00+00:00,130.94,109.52,142.02,105.870003,152.36,115.62,144.77,12.66,142.02,153.79,94.51,110.99,140.46,85.46,118.2,143.26,229.555,120.0,115.75
2026-07-07 23:00:00+00:00,134.95,129.52,151.86,100.5,153.06,127.01,134.48,15.18,151.86,151.71,93.59,120.96,144.0,85.67,127.03,143.92,198.97,117.96,127.56
2026-07-07 23:15:00+00:00,128.71,123.94,148.94,104.47,145.4,120.23,134.48,14.83,148.94,144.18,91.24,116.9,143.27,83.88,120.45,136.96,198.97,117.96,121.32
2026-07-07 23:30:00+00:00,126.44,121.95,135.0,102.910004,142.08,118.56,134.48,14.52,135.0,140.94,91.28,115.3,141.52,83.88,118.74,134.17,198.97,117.96,119.54
2026-07-07 23:45:00+00:00,118.31,114.93,124.2,107.050003,130.46,111.68,134.48,14.21,124.2,129.59,91.33,110.22,140.0,82.21,112.02,124.31,198.97,117.96,112.74
2026-07-08 00:00:00+00:00,129.21,124.0,149.0,100.3,147.2,120.56,125.4,15.58,149.0,145.91,88.05,116.05,141.0,83.45,120.6,138.12,187.665,113.71,121.44
2026-07-08 00:15:00+00:00,122.03,117.73,140.0,101.300003,137.14,114.48,125.4,14.82,140.0,136.07,87.66,111.3,139.0,82.86,114.63,129.52,187.665,113.71,115.39
2026-07-08 00:30:00+00:00,120.74,116.88,135.0,101.51,134.23,114.08,125.4,14.47,135.0,133.26,90.02,111.07,141.0,82.46,114.18,127.42,187.665,113.71,114.85
2026-07-08 00:45:00+00:00,117.12,113.63,124.2,104.220001,129.63,110.51,125.4,14.23,124.2,128.75,88.9,108.61,140.46,81.52,110.77,123.32,187.665,113.71,111.48
2026-07-08 01:00:00+00:00,116.52,112.67,124.2,104.58,130.62,108.76,110.0,14.95,124.2,129.63,85.09,107.31,141.0,81.42,109.19,123.47,192.66,113.01,110.04
2026-07-08 01:15:00+00:00,117.47,113.93,139.37,104.07,130.92,111.67,110.0,14.76,139.37,130.0,87.69,109.0,140.46,81.4,113.41,124.05,192.66,113.01,109.88
2026-07-08 01:30:00+00:00,114.38,111.17,135.0,102.93,129.73,113.55,110.0,14.6,135.0,128.79,82.03,107.18,140.43,81.48,121.59,121.7,192.66,113.01,99.39
2026-07-08 01:45:00+00:00,115.73,112.69,124.0,106.639999,131.3,115.84,110.0,14.19,124.0,130.37,83.41,109.19,140.46,79.68,125.34,123.11,192.66,113.01,99.13
2026-07-08 02:00:00+00:00,110.37,109.06,131.2,106.73,118.56,112.4,110.0,14.19,131.2,118.11,94.0,107.84,141.0,78.09,119.49,114.17,177.725,114.2,99.43
2026-07-08 02:15:00+00:00,117.35,115.43,124.2,109.25,128.6,120.5,110.0,14.54,124.2,127.97,94.51,113.32,141.0,78.03,129.93,122.58,177.725,114.2,102.64
2026-07-08 02:30:00+00:00,121.91,118.93,135.0,110.0,135.68,121.15,110.0,14.64,135.0,134.82,92.73,115.14,141.58,77.89,128.0,128.47,177.725,114.2,108.84
2026-07-08 02:45:00+00:00,125.59,122.38,130.0,106.830002,140.13,125.96,110.0,17.23,130.0,139.21,94.51,118.03,141.62,79.0,133.53,132.5,177.725,114.2,111.42
2026-07-08 03:00:00+00:00,121.91,112.92,134.01,108.55,165.2,119.88,125.0,13.63,134.01,184.41,97.92,115.22,143.27,75.67,127.0,139.48,170.93,121.7,108.39
2026-07-08 03:15:00+00:00,126.17,117.39,135.0,109.27,167.0,124.01,125.0,15.91,135.0,185.16,103.03,118.91,144.0,76.63,129.63,142.75,170.93,121.7,114.57
2026-07-08 03:30:00+00:00,128.54,120.41,136.51,107.33,165.2,125.76,125.0,19.91,136.51,181.42,107.0,121.19,144.0,77.63,129.6,143.45,170.93,121.7,119.31
2026-07-08 03:45:00+00:00,132.78,126.82,138.48,104.54,155.93,126.35,125.0,41.37,138.48,162.5,106.02,123.5,145.03,80.62,126.46,142.7,170.93,121.7,127.13
2026-07-08 04:00:00+00:00,129.7,122.6,135.0,119.75,166.2,134.22,115.01,55.55,135.0,182.74,110.35,125.23,143.27,80.48,145.01,144.36,156.81,132.82,113.33
2026-07-08 04:15:00+00:00,141.63,135.26,148.0,116.45,167.0,137.29,115.01,59.56,148.0,173.44,109.41,131.6,145.5,85.76,140.29,152.54,156.81,132.82,131.86
2026-07-08 04:30:00+00:00,142.19,137.24,147.67,116.27,162.32,139.64,115.01,59.95,147.67,164.44,107.2,132.5,147.0,84.82,144.89,151.17,156.81,132.82,129.67
2026-07-08 04:45:00+00:00,143.93,139.56,148.66,109.81,159.8,139.06,115.01,62.42,148.66,159.2,108.23,133.67,147.7,86.21,142.0,151.32,156.81,132.82,133.92
2026-07-08 05:00:00+00:00,145.03,142.42,149.0,118.14,169.2,140.71,92.01,64.42,149.0,218.94,118.16,136.17,149.0,92.15,140.44,152.54,185.395,135.0,140.82
2026-07-08 05:15:00+00:00,143.87,140.88,151.86,118.32,166.25,138.66,92.01,64.91,151.86,203.16,114.54,134.45,149.0,91.75,138.52,151.64,185.395,135.0,139.02
2026-07-08 05:30:00+00:00,140.35,142.34,151.86,112.18,146.48,136.23,92.01,64.88,151.86,146.54,114.54,132.02,147.0,92.84,136.01,143.8,185.395,135.0,136.35
2026-07-08 05:45:00+00:00,131.47,129.2,145.0,109.69,115.8,129.79,92.01,63.96,145.0,141.28,109.41,125.0,145.5,92.67,132.12,136.65,185.395,135.0,125.01
2026-07-08 06:00:00+00:00,153.41,164.63,155.53,111.94,116.25,148.88,105.0,64.27,155.53,157.43,108.02,139.68,149.0,96.12,150.8,155.75,222.57,129.36,144.3
2026-07-08 06:15:00+00:00,145.54,158.68,148.0,105.139999,105.86,140.71,105.0,60.91,148.0,150.33,93.89,130.92,140.0,95.41,144.11,148.28,222.57,129.36,133.81
2026-07-08 06:30:00+00:00,146.42,171.4,151.3,101.449997,18.74,128.89,105.0,58.8,151.3,155.7,48.84,121.17,127.61,94.76,132.23,151.84,222.57,129.36,127.47
2026-07-08 06:45:00+00:00,126.27,149.63,143.75,95.93,12.77,126.44,105.0,46.34,143.75,135.34,47.25,111.4,94.42,94.1,144.1,130.96,222.57,129.36,94.42
2026-07-08 07:00:00+00:00,147.88,176.24,153.02,103.22,110.0,138.28,47.01,35.53,153.02,158.38,43.91,122.91,118.83,91.54,150.17,153.76,223.875,110.1,118.83
2026-07-08 07:15:00+00:00,132.39,164.52,150.41,93.06,48.7,131.83,47.01,24.43,150.41,144.63,23.32,110.85,90.0,89.84,155.26,138.83,223.875,110.1,90.0
2026-07-08 07:30:00+00:00,113.66,146.05,149.75,81.050003,12.8,101.83,47.01,15.59,149.75,125.87,-1.6,89.22,78.9,87.4,117.26,120.41,223.875,110.1,78.9
2026-07-08 07:45:00+00:00,101.12,120.55,145.15,70.61,12.79,93.72,47.01,14.0,145.15,97.04,-1.62,78.71,62.5,82.49,113.19,111.85,223.875,110.1,62.5
2026-07-08 08:00:00+00:00,122.99,168.54,148.0,78.64,15.01,107.66,70.1,13.38,148.0,139.63,-33.62,90.05,75.0,88.32,129.0,132.19,202.325,94.98,75.0
2026-07-08 08:15:00+00:00,103.38,128.0,143.75,71.65,61.71,100.32,70.1,12.66,143.75,105.76,-2.4,79.47,69.65,81.66,115.71,112.03,202.325,94.98,69.65
2026-07-08 08:30:00+00:00,100.05,113.21,136.04,72.129997,64.6,98.57,70.1,13.4,136.04,84.91,0.0,78.8,52.75,81.13,125.0,113.91,202.325,94.98,52.75
2026-07-08 08:45:00+00:00,89.87,85.19,135.09,64.330002,62.51,95.3,70.1,13.4,135.09,50.0,0.04,70.01,38.95,75.82,130.29,110.38,202.325,94.98,32.41
2026-07-08 09:00:00+00:00,112.88,119.28,150.0,77.290001,93.92,102.51,62.0,14.0,150.0,85.49,0.0,85.0,66.74,84.24,125.0,130.84,163.435,81.0,66.74
2026-07-08 09:15:00+00:00,97.26,98.45,135.9,67.82,75.68,94.18,62.0,14.2,135.9,65.93,0.0,74.26,55.0,76.59,120.86,115.26,163.435,81.0,48.66
2026-07-08 09:30:00+00:00,92.14,103.43,134.0,64.57,79.99,91.96,62.0,14.92,134.0,74.54,-7.67,71.2,44.46,73.61,120.0,106.56,163.435,81.0,42.9
2026-07-08 09:45:00+00:00,57.69,80.2,138.38,50.22,63.98,77.39,62.0,13.94,138.38,66.68,-2.4,53.84,39.67,71.54,111.4,61.71,163.435,81.0,10.84
2026-07-08 10:00:00+00:00,100.01,91.41,134.5,51.86,74.47,70.17,57.01,18.61,134.5,65.88,-2.14,56.9,46.74,65.63,87.05,110.68,151.145,49.56,46.74
2026-07-08 10:15:00+00:00,76.61,97.04,134.0,52.66,80.0,80.1,57.01,17.27,134.0,83.36,-5.21,56.19,39.17,66.61,114.38,77.76,151.145,49.56,16.01
2026-07-08 10:30:00+00:00,90.6,107.58,129.0,43.48,89.99,70.04,57.01,15.79,129.0,94.11,-20.57,47.95,39.06,62.15,100.9,88.01,151.145,49.56,16.27
2026-07-08 10:45:00+00:00,84.64,83.98,133.32,33.900002,76.79,56.92,57.01,14.84,133.32,80.0,0.0,34.99,39.06,56.28,88.76,75.08,151.145,49.56,0.0
2026-07-08 11:00:00+00:00,121.9,106.45,129.92,30.809999,103.36,62.71,55.1,20.01,129.92,107.58,0.0,30.73,40.0,62.61,101.95,101.93,136.5,45.08,0.01
2026-07-08 11:15:00+00:00,115.97,94.45,133.6,18.53,95.0,50.4,55.1,18.72,133.6,98.78,0.0,20.06,40.0,62.6,83.71,94.22,136.5,45.08,2.24
2026-07-08 11:30:00+00:00,92.04,70.0,131.88,13.37,72.96,59.3,55.1,13.65,131.88,75.82,0.13,9.87,40.0,58.18,102.89,72.67,136.5,45.08,0.0
2026-07-08 11:45:00+00:00,54.16,42.87,132.72,9.49,43.8,55.23,55.1,9.72,132.72,45.51,0.03,8.32,40.0,53.7,94.8,43.55,136.5,45.08,0.0
2026-07-08 12:00:00+00:00,83.44,21.87,135.1,5.88,39.36,65.9,59.0,12.64,135.1,18.59,-9.9,6.86,47.5,62.02,115.61,100.66,132.715,51.42,1.58
2026-07-08 12:15:00+00:00,96.71,30.89,136.24,6.63,52.74,56.89,59.0,13.47,136.24,34.43,-4.57,8.25,55.0,62.41,100.39,105.82,132.715,51.42,0.0
2026-07-08 12:30:00+00:00,100.04,33.84,136.0,6.64,56.93,57.3,59.0,12.52,136.0,39.5,-2.4,8.89,55.0,61.17,100.0,107.11,132.715,51.42,4.65
2026-07-08 12:45:00+00:00,103.93,35.97,134.22,6.7,60.0,55.91,59.0,11.81,134.22,43.74,0.0,7.61,49.96,60.99,100.0,106.99,132.715,51.42,3.89
2026-07-08 13:00:00+00:00,61.87,41.43,134.74,4.99,54.29,44.03,70.0,8.33,134.74,55.3,0.13,5.72,40.0,51.11,82.13,51.3,134.64,64.07,4.55
2026-07-08 13:15:00+00:00,77.75,54.0,135.0,5.2,62.7,53.02,70.0,9.21,135.0,64.66,0.14,4.62,40.0,51.14,94.4,61.37,134.64,64.07,0.13
2026-07-08 13:30:00+00:00,86.28,55.0,135.0,7.4,71.57,60.08,70.0,13.98,135.0,72.94,14.59,10.0,46.11,57.98,101.63,68.82,134.64,64.07,4.11
2026-07-08 13:45:00+00:00,122.0,71.53,151.86,22.42,111.15,66.47,70.0,19.03,151.86,111.55,25.9,18.82,47.27,60.94,105.84,102.54,134.64,64.07,17.2
2026-07-08 14:00:00+00:00,69.85,39.19,136.63,9.99,61.61,59.15,94.06,10.94,136.63,61.99,14.47,8.21,41.68,62.82,102.5,57.02,134.905,92.07,0.0
2026-07-08 14:15:00+00:00,86.59,51.88,142.99,19.18,79.99,51.09,94.06,14.07,142.99,80.39,18.83,16.45,47.5,63.4,85.98,73.12,134.905,92.07,0.08
2026-07-08 14:30:00+00:00,100.09,73.98,151.86,48.99,105.34,77.13,94.06,15.62,151.86,105.42,30.91,47.32,62.5,65.34,117.03,94.19,134.905,92.07,7.07
2026-07-08 14:45:00+00:00,125.49,97.0,164.0,70.45,122.39,99.56,94.06,18.23,164.0,122.73,65.64,68.1,69.65,74.0,134.5,115.2,134.905,92.07,44.1
2026-07-08 15:00:00+00:00,66.53,73.34,149.0,59.810001,103.3,78.76,127.03,13.4,149.0,97.56,45.75,60.43,72.5,72.14,96.14,109.76,145.93,114.31,72.5
2026-07-08 15:15:00+00:00,100.01,94.06,149.0,79.11,116.24,88.18,127.03,14.99,149.0,113.88,68.6,79.42,79.99,81.55,98.14,115.45,145.93,114.31,79.99
2026-07-08 15:30:00+00:00,121.9,111.01,154.71,83.849998,137.59,85.9,127.03,19.73,154.71,133.38,94.05,82.16,82.75,84.73,93.15,147.08,145.93,114.31,82.75
2026-07-08 15:45:00+00:00,129.59,113.28,150.2,87.82,149.54,90.19,127.03,30.16,150.2,149.76,88.88,87.22,90.0,89.11,95.34,147.73,145.93,114.31,90.0
2026-07-08 16:00:00+00:00,105.01,99.63,124.2,83.690002,126.07,87.72,151.92,17.17,124.2,123.44,106.62,85.09,89.56,88.14,90.08,123.26,169.96,125.0,89.56
2026-07-08 16:15:00+00:00,120.26,108.89,130.0,90.81,135.28,95.99,151.92,55.01,130.0,134.79,102.01,91.76,95.3,93.95,100.58,130.34,169.96,125.0,95.3
2026-07-08 16:30:00+00:00,132.02,122.5,148.0,112.95,154.4,114.32,151.92,67.29,148.0,166.84,120.63,112.88,104.0,97.05,115.72,148.34,169.96,125.0,115.7
2026-07-08 16:45:00+00:00,153.61,138.88,160.33,121.57,163.15,132.81,151.92,70.75,160.33,175.18,136.28,127.99,116.0,100.63,132.77,154.25,169.96,125.0,133.84
2026-07-08 17:00:00+00:00,124.61,123.98,154.0,122.34,128.6,120.16,121.01,72.13,154.0,126.98,123.23,120.1,109.0,101.64,120.27,130.05,195.965,141.7,120.61
2026-07-08 17:15:00+00:00,134.3,134.05,162.54,131.07,134.13,135.44,121.01,74.22,162.54,134.11,133.78,133.01,121.5,105.04,135.05,134.21,195.965,141.7,134.83
2026-07-08 17:30:00+00:00,138.33,138.09,165.14,135.19,138.16,139.44,121.01,74.84,165.14,138.14,137.82,137.08,129.28,106.18,139.06,138.24,195.965,141.7,138.84
2026-07-08 17:45:00+00:00,151.97,151.59,178.32,147.009995,151.7,153.71,121.01,75.0,178.32,151.67,151.16,150.0,143.27,107.89,153.11,151.83,195.965,141.7,152.78
2026-07-08 18:00:00+00:00,132.97,129.17,165.14,132.82,154.44,133.66,138.0,76.7,165.14,159.2,136.97,133.1,129.37,109.2,133.6,141.78,207.97,172.0,133.66
2026-07-08 18:15:00+00:00,145.53,142.65,165.14,145.82,163.15,147.82,138.0,76.63,165.14,167.06,149.09,146.12,144.0,109.35,150.0,152.73,207.97,172.0,144.43
2026-07-08 18:30:00+00:00,153.55,152.56,172.85,154.770004,163.15,158.86,138.0,76.37,172.85,165.29,156.16,155.06,149.0,109.47,165.33,157.4,207.97,172.0,149.0
2026-07-08 18:45:00+00:00,166.82,167.87,180.12,168.8,167.25,174.84,138.0,74.98,180.12,167.36,168.2,169.11,159.12,109.63,185.17,166.85,207.97,172.0,159.12
2026-07-08 19:00:00+00:00,159.85,160.47,183.0,160.800003,160.09,164.78,137.0,76.3,183.0,160.16,160.63,161.19,155.01,108.99,170.51,159.86,218.925,176.24,155.01
2026-07-08 19:15:00+00:00,161.06,161.06,182.67,161.05,161.06,161.07,137.0,75.86,182.67,161.06,161.06,161.05,161.06,109.0,161.06,161.06,218.925,176.24,161.06
2026-07-08 19:30:00+00:00,163.15,163.15,179.07,163.12,163.15,163.17,137.0,74.44,179.07,163.15,163.15,163.14,163.72,109.01,163.16,163.15,218.925,176.24,163.16
2026-07-08 19:45:00+00:00,155.63,156.26,165.14,157.41,155.9,159.73,137.0,73.44,165.14,155.97,156.47,157.1,175.41,108.97,165.0,155.66,218.925,176.24,151.13
2026-07-08 20:00:00+00:00,167.11,167.11,167.11,167.12,167.11,167.11,131.99,75.09,167.11,167.11,167.11,167.11,175.41,109.59,167.11,167.11,213.47,169.0,167.11
2026-07-08 20:15:00+00:00,163.15,163.15,163.15,163.160004,163.15,163.15,131.99,73.98,163.15,163.15,163.15,163.15,170.01,109.57,163.15,163.15,213.47,169.0,163.15
2026-07-08 20:30:00+00:00,159.53,159.5,159.59,159.179993,159.51,159.66,131.99,72.82,159.59,159.51,159.48,159.44,163.72,109.37,159.61,159.52,213.47,169.0,159.59
2026-07-08 20:45:00+00:00,147.1,147.1,160.06,147.100006,147.1,147.1,131.99,71.6,160.06,147.1,147.1,147.1,153.69,108.32,147.1,147.1,213.47,169.0,147.1
2026-07-08 21:00:00+00:00,153.88,153.81,162.55,152.95,153.83,154.21,115.07,71.57,162.55,153.82,153.74,153.65,154.03,106.8,154.09,153.85,210.4,147.98,154.03
2026-07-08 21:15:00+00:00,145.21,145.14,157.9,144.33,145.16,145.52,115.07,71.35,157.9,145.16,145.08,144.99,150.01,106.64,145.41,145.18,210.4,147.98,145.35
2026-07-08 21:30:00+00:00,144.23,144.16,150.0,143.360001,144.18,144.53,115.07,70.65,150.0,144.17,144.1,144.01,149.0,106.23,144.43,144.2,210.4,147.98,144.37
2026-07-08 21:45:00+00:00,137.69,137.64,138.77,137.09,137.66,137.9,115.07,70.23,138.77,137.65,137.6,137.54,146.03,105.76,137.83,137.67,210.4,147.98,137.79
2026-07-08 22:00:00+00:00,153.97,151.94,155.74,135.210007,158.04,152.04,124.0,73.43,155.74,157.9,143.16,149.97,154.08,109.58,151.87,155.8,257.97,140.1,151.95
2026-07-08 22:15:00+00:00,146.69,145.27,163.15,135.75,149.66,145.0,124.0,73.66,163.15,149.57,138.98,143.98,154.08,109.98,144.97,148.02,257.97,140.1,145.07
2026-07-08 22:30:00+00:00,139.38,138.01,155.0,134.600006,142.51,137.09,124.0,73.03,155.0,142.43,131.61,136.93,153.02,109.07,137.23,140.78,257.97,140.1,137.44
2026-07-08 22:45:00+00:00,131.95,130.97,144.0,130.059998,134.73,131.51,124.0,70.6,144.0,134.69,125.5,130.43,150.83,106.03,133.66,133.14,257.97,140.1,128.45
2026-07-08 23:00:00+00:00,141.86,141.0,159.0,133.639999,144.03,141.66,106.0,73.06,159.0,143.99,136.5,140.32,152.08,108.34,142.96,142.79,225.61,136.57,139.6
2026-07-08 23:15:00+00:00,134.34,133.58,157.69,132.88,136.67,134.28,106.0,70.56,157.69,136.65,128.98,133.19,152.08,105.8,136.53,135.32,225.61,136.57,131.12
2026-07-08 23:30:00+00:00,132.27,131.51,152.9,130.610001,134.05,130.98,106.0,70.48,152.9,134.01,127.85,130.89,152.08,105.35,131.06,133.06,225.61,136.57,131.18
2026-07-08 23:45:00+00:00,129.39,128.77,150.41,128.179993,131.26,129.24,106.0,70.17,150.41,131.24,125.08,128.43,150.58,104.58,130.9,130.18,225.61,136.57,126.93
2026-07-09 00:00:00+00:00,129.75,129.02,139.64,126.04,131.43,128.53,107.0,69.4,139.64,131.4,125.53,128.44,152.08,102.77,128.6,130.49,201.0,133.51,128.71
2026-07-09 00:15:00+00:00,128.74,128.04,150.0,125.099998,130.36,127.56,107.0,67.95,150.0,130.33,124.68,127.48,151.79,100.81,127.63,129.46,201.0,133.51,127.74
2026-07-09 00:30:00+00:00,127.87,127.38,146.56,125.92,128.98,127.06,107.0,69.33,146.56,128.96,125.07,127.0,152.08,102.67,127.1,128.36,201.0,133.51,127.18
2026-07-09 00:45:00+00:00,125.99,126.0,135.0,126.32,126.82,127.85,107.0,68.28,135.0,126.85,124.61,126.37,150.98,101.43,131.1,126.27,201.0,133.51,122.81
2026-07-09 01:00:00+00:00,126.9,126.09,145.2,123.44,127.18,123.44,101.0,67.94,145.2,127.08,125.08,124.96,152.25,100.53,122.69,127.28,206.525,131.0,108.01
2026-07-09 01:15:00+00:00,126.74,125.96,142.49,122.94,126.96,123.41,101.0,67.67,142.49,126.85,125.08,124.85,152.08,100.12,122.65,127.09,206.525,131.0,108.1
2026-07-09 01:30:00+00:00,124.61,124.61,146.56,122.669998,124.61,124.61,101.0,67.66,146.56,124.61,124.61,124.61,152.08,99.95,124.61,124.61,206.525,131.0,124.61
2026-07-09 01:45:00+00:00,125.19,125.09,141.88,124.989998,125.18,124.95,101.0,69.03,141.88,125.16,125.08,124.97,152.08,101.95,125.8,125.24,206.525,131.0,117.96
2026-07-09 02:00:00+00:00,123.05,122.29,143.27,120.96,122.89,119.42,103.0,66.82,143.27,122.77,122.11,121.12,152.08,98.46,118.5,123.27,185.89,132.7,101.3
2026-07-09 02:15:00+00:00,124.73,124.45,147.68,122.919998,124.67,123.37,103.0,67.81,147.68,124.63,124.38,124.01,150.58,99.99,123.03,124.82,185.89,132.7,116.58
2026-07-09 02:30:00+00:00,128.22,127.44,144.69,126.37,129.26,125.94,103.0,69.76,144.69,129.2,125.08,126.59,150.58,102.84,125.61,128.8,185.89,132.7,118.86
2026-07-09 02:45:00+00:00,131.89,131.0,135.0,129.470001,133.14,129.33,103.0,70.82,135.0,133.07,128.21,130.05,150.58,104.38,128.98,132.57,185.89,132.7,121.71
2026-07-09 03:00:00+00:00,131.91,122.95,146.38,127.75,128.37,127.79,106.0,69.6,146.38,127.99,125.85,127.86,150.58,104.26,127.81,129.69,182.38,137.67,126.69
2026-07-09 03:15:00+00:00,131.66,131.66,150.0,131.67,131.66,131.66,106.0,72.07,150.0,131.66,131.66,131.66,150.58,106.91,131.66,131.66,182.38,137.67,131.66
2026-07-09 03:30:00+00:00,135.0,135.0,135.0,132.58,135.0,135.0,106.0,73.78,135.0,135.0,135.0,135.0,152.0,108.07,135.0,135.0,182.38,137.67,135.0
2026-07-09 03:45:00+00:00,141.3,141.3,141.3,139.84,141.3,141.3,106.0,74.65,141.3,141.3,141.3,141.3,152.25,108.38,141.3,141.3,182.38,137.67,141.3
2026-07-09 04:00:00+00:00,139.3,140.61,140.0,142.059998,139.81,149.16,90.0,73.23,140.0,139.97,140.92,142.51,145.85,111.5,158.23,139.3,179.06,150.78,129.35
2026-07-09 04:15:00+00:00,151.01,151.57,152.9,148.33,151.2,156.51,90.0,75.09,152.9,151.27,151.64,152.43,146.26,111.79,161.0,150.98,179.06,150.78,146.13
2026-07-09 04:30:00+00:00,149.38,151.16,163.15,153.31,150.08,162.55,90.0,76.71,163.15,150.3,151.6,153.73,147.7,112.04,174.75,149.4,179.06,150.78,135.99
2026-07-09 04:45:00+00:00,145.84,146.69,164.9,147.38,146.16,152.53,90.0,80.84,164.9,146.27,146.88,147.93,148.04,112.73,158.56,145.83,179.06,150.78,139.24
2026-07-09 05:00:00+00:00,161.38,162.5,163.15,164.41,161.82,169.87,89.02,74.72,163.15,161.95,162.84,164.44,152.93,113.13,177.56,161.38,218.07,150.66,152.93
2026-07-09 05:15:00+00:00,151.29,151.33,163.15,151.38,151.3,151.65,89.02,75.31,163.15,151.31,151.34,151.41,154.08,113.48,151.97,151.29,218.07,150.66,150.94
2026-07-09 05:30:00+00:00,143.06,143.06,163.15,140.59,143.06,143.06,89.02,77.61,163.15,143.06,143.06,143.06,154.0,113.91,143.06,143.06,218.07,150.66,143.06
2026-07-09 05:45:00+00:00,131.46,131.56,158.19,134.25,131.5,132.17,89.02,79.93,158.19,131.51,131.59,131.73,147.0,112.84,132.84,131.46,218.07,150.66,130.72
2026-07-09 06:00:00+00:00,154.08,154.08,155.0,151.34,154.08,154.08,79.97,76.8,155.0,154.08,154.08,154.08,154.08,113.95,154.08,154.08,259.7,137.0,154.08
2026-07-09 06:15:00+00:00,141.1,141.2,160.0,137.449997,115.45,139.93,79.97,79.2,160.0,137.09,139.96,140.0,149.08,113.3,139.9,128.68,259.7,137.0,139.63
2026-07-09 06:30:00+00:00,136.04,136.14,155.74,134.259995,110.0,134.85,79.97,80.22,155.74,131.97,134.88,134.92,134.54,112.39,134.82,123.43,259.7,137.0,134.54
2026-07-09 06:45:00+00:00,124.51,124.92,155.0,130.39,95.0,125.62,79.97,81.61,155.0,120.01,123.6,124.19,120.16,110.59,127.93,110.13,259.7,137.0,120.16
2026-07-09 07:00:00+00:00,133.14,133.17,155.74,131.37,120.54,132.56,90.01,77.29,155.74,131.19,132.56,132.6,132.41,110.16,132.55,126.97,270.37,116.2,132.41
2026-07-09 07:15:00+00:00,120.07,119.67,156.0,121.68,95.0,123.24,90.01,75.19,156.0,116.0,118.96,120.33,113.0,108.17,127.8,107.5,270.37,116.2,113.0
2026-07-09 07:30:00+00:00,111.17,105.18,152.9,113.139999,95.0,123.48,90.01,70.72,152.9,104.03,107.0,113.25,90.0,105.16,139.14,103.98,270.37,116.2,90.0
2026-07-09 07:45:00+00:00,104.16,101.66,142.0,106.18,30.01,117.34,90.01,68.26,142.0,90.29,100.05,105.94,78.13,101.04,135.06,67.84,270.37,116.2,78.13
2026-07-09 08:00:00+00:00,108.57,104.15,147.7,109.75,46.76,120.64,83.0,69.4,147.7,96.97,103.84,109.06,82.81,102.94,137.66,77.49,241.945,97.0,82.81
2026-07-09 08:15:00+00:00,102.7,96.35,145.0,104.52,76.79,116.1,83.0,65.62,145.0,93.86,97.85,104.01,77.83,100.05,133.7,89.47,241.945,97.0,77.83
2026-07-09 08:30:00+00:00,95.37,93.46,144.74,99.059998,60.05,110.49,83.0,61.99,144.74,81.46,91.9,98.51,72.5,98.59,127.93,80.05,241.945,97.0,72.5
2026-07-09 08:45:00+00:00,84.37,81.26,144.0,87.690002,60.3,101.99,83.0,54.72,144.0,67.11,79.04,86.94,53.43,96.5,124.04,67.11,241.945,97.0,53.43
2026-07-09 09:00:00+00:00,94.69,86.9,135.09,102.389999,72.38,122.83,60.02,63.7,135.09,84.54,90.08,100.0,52.14,97.9,155.7,84.54,180.92,81.98,52.14
2026-07-09 09:15:00+00:00,86.94,86.15,140.0,90.529999,81.02,99.6,60.02,58.28,140.0,80.92,85.94,90.1,70.0,94.76,113.3,83.82,180.92,81.98,70.0
2026-07-09 09:30:00+00:00,79.23,78.8,142.0,83.199997,77.55,94.54,60.02,55.58,142.0,77.54,79.39,81.76,55.0,88.79,112.89,77.96,180.92,81.98,55.0
2026-07-09 09:45:00+00:00,74.5,72.68,136.25,77.57,72.02,92.99,60.02,52.81,136.25,71.98,73.4,75.46,39.1,86.4,118.11,72.53,180.92,81.98,39.1
2026-07-09 10:00:00+00:00,75.13,76.77,138.13,84.67,74.53,102.27,60.0,55.76,138.13,74.54,77.94,82.36,40.62,88.14,119.68,74.66,170.0,62.0,40.62
2026-07-09 10:15:00+00:00,62.16,64.34,137.75,70.66,62.32,83.36,60.0,46.5,137.75,62.33,65.27,69.09,38.88,83.89,95.86,62.33,170.0,62.0,38.88
2026-07-09 10:30:00+00:00,55.88,57.75,136.5,62.189999,56.36,71.43,60.0,42.59,136.5,56.65,58.45,61.0,38.77,79.28,80.58,55.46,170.0,62.0,38.77
2026-07-09 10:45:00+00:00,48.59,50.67,136.73,55.630001,49.13,65.96,60.0,39.16,136.73,49.44,51.46,54.31,29.48,75.8,76.17,48.11,170.0,62.0,29.48
