datetime,PL,DE_LU,CH,CZ,RS,HU,NO_1,IE_SEM,NL,SE_3,AT,IT_NORD,ES,HR,FR,IT_CNOR,DK_2,BE,GR
2026-07-24 14:45:00+00:00,111.94,102.2,96.3,112.94,84.0,119.24,101.6,221.655,92.83,9.81,125.72,138.43,1.08,122.52,1.08,138.43,102.13,89.23,119.56
2026-07-24 15:00:00+00:00,112.2,77.07,126.01,80.87,88.55,82.6,105.65,221.655,70.43,9.27,83.41,141.0,1.08,84.41,1.08,141.0,76.7,67.54,127.17
2026-07-24 15:15:00+00:00,116.66,112.18,126.01,117.34,88.55,119.68,111.74,221.655,103.17,10.01,120.78,141.41,2.0,122.13,9.13,141.41,111.49,99.26,134.78
2026-07-24 15:30:00+00:00,127.71,125.2,126.01,128.1,88.55,129.41,116.61,221.655,120.13,12.41,130.03,144.09,2.99,130.79,67.27,144.09,126.22,117.93,129.68
2026-07-24 15:45:00+00:00,142.0,141.62,126.01,142.05,88.55,142.25,121.45,221.655,140.87,20.4,142.34,153.9,3.43,142.45,133.02,153.9,140.15,140.54,142.29
2026-07-24 16:00:00+00:00,129.17,127.09,159.8,129.51,125.95,130.55,126.59,221.655,123.26,12.71,131.03,153.9,3.43,131.64,81.99,153.9,127.04,121.45,133.0
2026-07-24 16:15:00+00:00,148.8,147.56,159.8,149.02,125.95,149.63,130.44,221.655,145.4,29.28,149.92,171.28,5.88,150.27,121.15,171.28,147.38,144.33,149.76
2026-07-24 16:30:00+00:00,164.79,163.05,159.8,165.12,125.95,165.91,135.08,221.655,160.02,74.3,166.34,166.94,25.0,166.74,137.27,166.94,161.05,157.01,166.07
2026-07-24 16:45:00+00:00,182.14,180.96,159.8,182.42,125.95,182.88,136.69,221.655,179.82,92.0,183.19,183.52,44.52,183.4,167.7,183.52,174.15,177.82,145.02
2026-07-24 17:00:00+00:00,149.2,149.16,186.99,149.24,114.1,149.25,136.39,221.655,149.31,61.68,149.27,187.63,55.52,149.27,148.9,187.63,148.77,149.27,133.31
2026-07-24 17:15:00+00:00,177.09,176.2,186.99,177.29,114.1,177.82,137.09,221.655,173.61,70.0,178.1,192.28,82.5,178.36,159.57,192.28,175.92,171.37,119.65
2026-07-24 17:30:00+00:00,190.23,190.23,186.99,190.23,114.1,190.23,137.03,221.655,190.23,70.97,190.23,201.84,97.0,190.23,190.23,201.84,190.23,190.23,122.99
2026-07-24 17:45:00+00:00,204.95,204.95,186.99,204.95,114.1,204.95,138.43,221.655,204.95,89.99,204.95,204.95,110.0,204.95,204.95,204.95,204.95,204.95,117.88
2026-07-24 18:00:00+00:00,187.88,188.24,197.76,187.77,130.08,187.47,137.09,221.655,188.54,78.78,187.28,204.39,110.13,187.16,182.47,204.39,188.45,188.25,119.6
2026-07-24 18:15:00+00:00,193.42,194.07,197.76,193.23,130.08,192.69,137.09,221.655,194.59,78.44,192.35,204.39,155.5,192.15,183.8,204.39,194.44,194.08,114.0
2026-07-24 18:30:00+00:00,204.27,205.89,197.76,203.78,130.08,202.42,137.14,221.655,207.21,81.51,201.57,204.39,180.01,201.05,180.01,204.39,206.82,205.92,115.59
2026-07-24 18:45:00+00:00,210.23,211.97,197.76,209.71,130.08,208.25,137.16,221.655,213.38,80.84,207.33,207.33,184.24,206.78,184.24,207.33,212.96,212.0,110.01
2026-07-24 19:00:00+00:00,207.57,209.26,194.0,207.07,139.08,205.7,139.13,221.655,210.53,91.99,204.39,204.39,183.0,204.3,183.0,204.39,210.14,209.23,133.32
2026-07-24 19:15:00+00:00,205.54,206.84,194.0,205.16,139.08,204.12,139.05,221.655,207.8,90.0,203.12,204.39,186.79,203.05,186.79,204.39,207.5,206.82,136.74
2026-07-24 19:30:00+00:00,200.4,201.25,194.0,200.15,139.08,199.47,138.91,221.655,201.88,89.94,198.81,204.32,188.13,198.77,188.13,204.32,201.68,201.23,136.43
2026-07-24 19:45:00+00:00,194.81,195.34,194.0,194.66,139.08,194.24,139.21,221.655,195.72,77.67,193.84,201.84,187.25,193.81,187.25,201.84,195.6,195.33,133.74
2026-07-24 20:00:00+00:00,206.38,207.44,190.0,206.08,150.02,205.21,137.54,221.655,208.26,93.9,204.39,204.39,190.93,204.33,190.93,204.39,208.01,207.44,127.6
2026-07-24 20:15:00+00:00,196.95,197.49,190.0,196.79,150.02,196.35,137.13,221.655,197.9,80.15,195.93,204.39,189.04,195.9,189.04,204.39,197.78,197.48,120.06
2026-07-24 20:30:00+00:00,188.64,188.64,190.0,188.64,150.02,188.64,136.37,221.655,188.64,55.41,188.64,204.39,188.64,188.64,188.64,204.39,188.64,188.64,124.61
2026-07-24 20:45:00+00:00,184.5,184.5,190.0,184.5,150.02,184.5,136.94,221.655,184.5,79.41,184.5,201.84,184.5,184.5,184.5,201.84,184.5,184.5,126.26
2026-07-24 21:00:00+00:00,185.48,185.48,179.7,185.48,133.2,185.48,137.51,221.655,185.48,94.12,185.48,204.39,185.48,185.48,185.48,204.39,185.48,185.48,134.52
2026-07-24 21:15:00+00:00,183.0,183.0,179.7,183.0,133.2,183.0,137.49,221.655,183.0,92.61,183.0,202.24,183.0,183.0,183.0,202.24,183.0,183.0,145.64
2026-07-24 21:30:00+00:00,181.31,181.31,179.7,181.31,133.2,181.31,136.65,221.655,181.31,77.88,181.31,201.84,181.31,181.31,181.31,201.84,181.31,181.31,143.25
2026-07-24 21:45:00+00:00,170.67,170.67,179.7,170.67,133.2,170.67,135.65,221.655,170.67,57.7,170.67,191.53,170.67,170.67,170.67,191.53,170.67,170.67,137.75
2026-07-24 22:00:00+00:00,175.92,175.92,162.1,175.92,105.0,175.92,135.47,192.935,175.92,44.69,175.92,200.0,175.92,175.92,175.92,200.0,175.92,175.92,175.92
2026-07-24 22:15:00+00:00,168.63,168.63,162.1,168.63,105.0,168.63,134.31,192.935,168.63,30.01,168.63,199.88,175.41,168.63,168.63,199.88,168.630005,168.63,151.7
2026-07-24 22:30:00+00:00,166.53,165.98,162.1,166.64,105.0,166.94,134.17,192.935,164.66,30.0,167.09,190.0,169.86,167.24,156.61,190.0,165.800003,163.43,134.62
2026-07-24 22:45:00+00:00,159.62,158.01,162.1,159.92,105.0,160.79,132.61,192.935,154.18,10.01,161.24,190.0,164.5,161.67,130.84,190.0,157.490005,150.61,134.36
2026-07-24 23:00:00+00:00,170.01,170.01,159.52,170.01,82.86,170.01,132.57,169.15,170.01,13.56,170.01,195.18,175.41,170.01,170.01,195.18,170.009995,170.01,135.36
2026-07-24 23:15:00+00:00,155.62,156.79,159.52,155.91,82.86,154.24,131.72,169.15,156.89,10.39,156.1,189.09,171.0,144.57,156.96,189.09,156.58,156.96,135.93
2026-07-24 23:30:00+00:00,156.08,161.32,159.52,157.4,82.86,149.85,131.09,169.15,161.64,9.24,158.31,183.97,170.0,106.19,161.32,183.97,160.37,161.88,136.03
2026-07-24 23:45:00+00:00,151.41,158.32,159.52,153.27,82.86,143.07,130.78,169.15,158.1,8.6,154.73,190.0,168.0,83.39,153.75,190.0,156.98,157.83,130.13
2026-07-25 00:00:00+00:00,162.0,162.0,155.51,162.0,76.89,162.0,131.29,157.035,162.0,8.8,162.0,201.7,164.5,162.0,162.0,201.7,162.0,162.0,133.8
2026-07-25 00:15:00+00:00,159.13,158.72,155.51,159.2,76.89,159.4,131.0,157.035,157.83,8.34,159.51,190.0,163.82,159.61,152.15,190.0,158.62,156.99,128.14
2026-07-25 00:30:00+00:00,163.68,162.25,155.51,163.96,76.89,164.66,130.71,157.035,159.06,7.77,165.05,180.0,160.64,165.41,138.9,180.0,161.89,156.09,125.47
2026-07-25 00:45:00+00:00,160.64,158.74,155.51,161.01,76.89,161.95,130.49,157.035,154.49,7.12,162.47,188.3,159.06,162.95,127.61,188.3,158.259995,150.52,121.9
2026-07-25 01:00:00+00:00,164.55,162.0,150.0,165.01,88.02,166.23,131.07,149.75,156.42,9.36,166.93,186.0,159.06,167.55,122.1,186.0,161.37,151.24,125.2
2026-07-25 01:15:00+00:00,158.95,161.32,150.0,160.51,88.02,155.05,130.56,149.75,156.85,8.99,162.97,186.0,157.48,118.87,127.2,186.0,160.11,152.63,128.9
2026-07-25 01:30:00+00:00,157.73,160.98,150.0,159.59,88.02,152.69,130.29,149.75,156.23,8.13,162.36,190.63,157.21,107.9,124.29,190.63,159.57,151.71,122.02
2026-07-25 01:45:00+00:00,149.23,155.11,150.0,151.47,88.02,141.47,130.2,149.75,152.0,7.45,154.06,191.5,155.9,80.53,129.25,191.5,153.57,148.98,120.67
2026-07-25 02:00:00+00:00,160.41,156.89,148.13,161.03,88.86,162.7,128.27,138.84,149.29,9.72,163.65,168.58,155.9,164.5,102.48,168.58,154.880005,142.21,119.31
2026-07-25 02:15:00+00:00,154.36,151.99,148.13,154.77,88.86,155.9,128.07,138.84,146.88,9.18,156.54,171.85,154.24,157.11,115.4,171.85,148.839996,142.12,123.9
2026-07-25 02:30:00+00:00,150.88,149.4,148.13,151.16,88.86,151.84,127.69,138.84,146.58,8.54,152.25,177.18,153.6,152.59,127.6,177.18,141.929993,143.68,135.0
2026-07-25 02:45:00+00:00,150.86,149.77,148.13,151.17,88.86,151.58,127.51,138.84,149.17,7.81,151.91,185.0,150.21,152.07,137.97,185.0,132.63,147.36,135.96
2026-07-25 03:00:00+00:00,151.55,150.12,148.11,152.49,77.01,151.8,127.47,131.295,145.76,7.66,154.72,185.0,150.0,141.98,112.77,185.0,132.59,140.59,149.64
2026-07-25 03:15:00+00:00,145.59,147.0,148.11,146.65,77.01,143.19,126.97,131.295,145.6,7.38,148.15,180.0,147.97,120.13,129.9,180.0,131.960007,143.2,138.18
2026-07-25 03:30:00+00:00,145.12,147.84,148.11,146.3,77.01,141.46,126.27,131.295,147.97,7.67,147.53,170.02,147.66,111.64,139.81,170.02,131.350006,146.77,135.0
2026-07-25 03:45:00+00:00,138.88,140.05,148.11,139.31,77.01,137.41,125.81,131.295,140.76,6.95,139.62,163.15,146.37,126.27,140.44,163.15,130.490005,140.72,135.0
2026-07-25 04:00:00+00:00,160.27,157.71,140.1,160.93,75.0,161.99,124.04,123.725,155.34,9.41,162.69,174.65,148.5,163.19,123.9,174.65,130.44,151.7,118.3
2026-07-25 04:15:00+00:00,136.5,136.12,140.1,136.61,75.0,136.76,124.64,123.725,135.92,9.51,136.87,177.35,149.21,136.94,130.24,177.35,130.43,135.66,134.4
2026-07-25 04:30:00+00:00,130.48,130.01,140.1,130.56,75.0,130.79,121.92,123.725,129.1,9.36,130.91,177.12,150.0,131.05,120.2,177.12,129.929993,128.76,118.58
2026-07-25 04:45:00+00:00,117.78,117.68,140.1,117.8,75.0,117.86,115.58,123.725,117.46,9.35,117.88,170.23,148.24,117.92,115.37,170.23,117.669998,117.38,15.34
2026-07-25 05:00:00+00:00,136.83,136.39,121.96,136.91,105.03,137.13,121.83,115.645,135.55,12.33,137.24,164.5,149.2,137.37,127.17,164.5,133.43,135.23,118.66
2026-07-25 05:15:00+00:00,120.06,119.99,121.96,120.08,105.03,120.11,115.29,115.645,119.85,10.99,120.13,157.42,145.34,120.15,118.46,157.42,119.98,119.8,11.0
2026-07-25 05:30:00+00:00,107.52,107.52,121.96,107.52,105.03,107.52,105.68,115.645,107.52,10.71,107.52,150.0,140.0,107.52,107.52,150.0,107.52,107.52,8.0
2026-07-25 05:45:00+00:00,102.15,97.32,121.96,97.5,105.03,97.19,101.91,115.645,97.31,11.27,97.48,139.92,125.42,95.3,97.25,139.92,97.33,97.3,0.01
2026-07-25 06:00:00+00:00,115.08,122.67,110.5,120.15,59.26,103.86,111.62,93.01,123.36,10.01,122.67,147.79,124.88,-1.0,124.88,147.79,121.79,123.85,5.11
2026-07-25 06:15:00+00:00,102.15,102.71,110.5,101.89,59.26,87.48,104.07,93.01,103.02,10.84,102.71,148.0,103.13,0.0,103.13,148.0,102.09,103.21,0.0
2026-07-25 06:30:00+00:00,110.92,79.93,110.5,79.22,59.26,67.84,80.89,93.01,80.29,10.02,79.93,144.34,81.1,0.0,81.1,144.34,79.440002,80.55,0.0
2026-07-25 06:45:00+00:00,110.45,28.73,110.5,27.24,59.26,20.28,29.13,93.01,29.08,10.0,28.73,140.27,29.86,-10.73,29.86,140.27,28.290001,29.33,-0.01
2026-07-25 07:00:00+00:00,75.05,39.61,38.0,41.4,39.03,38.2,62.65,37.485,39.42,10.82,40.52,161.84,38.99,19.96,38.99,161.84,36.150002,39.29,-0.01
2026-07-25 07:15:00+00:00,20.3,5.05,38.0,5.23,39.03,4.9,42.4,37.485,5.03,5.12,5.14,168.12,4.98,2.98,4.98,168.12,5.01,5.01,-0.01
2026-07-25 07:30:00+00:00,0.01,0.01,38.0,0.01,39.03,0.01,39.8,37.485,0.01,4.29,0.01,150.63,0.01,0.01,0.01,150.63,3.94,0.01,-0.01
2026-07-25 07:45:00+00:00,0.0,0.0,38.0,0.0,39.03,0.0,40.15,37.485,0.0,3.86,0.0,147.13,0.0,0.0,0.0,147.13,2.05,0.0,-0.01
2026-07-25 08:00:00+00:00,0.0,0.0,1.56,0.0,6.98,0.0,56.42,27.82,0.0,3.69,0.0,163.46,0.0,0.0,0.0,163.46,1.98,0.0,-0.01
2026-07-25 08:15:00+00:00,-0.01,-0.01,1.56,-0.01,6.98,-0.01,56.47,27.82,-0.01,3.67,-0.01,152.25,-0.01,-0.01,-0.01,152.25,1.97,-0.01,-0.01
2026-07-25 08:30:00+00:00,-0.07,-0.07,1.56,-0.07,6.98,-0.07,56.45,27.82,-0.07,3.84,-0.07,136.0,-0.07,-0.07,-0.07,136.0,2.03,-0.07,-0.02
2026-07-25 08:45:00+00:00,-0.39,-0.39,1.56,-0.39,6.98,-0.39,56.31,27.82,-0.39,3.67,-0.39,122.0,-0.39,-0.39,-0.39,122.0,1.8,-0.39,-0.02
2026-07-25 09:00:00+00:00,-0.82,-0.82,0.0,-0.82,1.01,-0.82,57.57,47.985,-0.82,3.59,-0.82,99.0,-0.82,-0.82,-0.82,99.0,1.53,-0.82,-0.01
2026-07-25 09:15:00+00:00,-1.19,-1.19,0.0,-1.19,1.01,-1.19,56.64,47.985,-1.19,2.99,-1.19,88.5,-1.1,-1.19,-1.19,88.5,1.05,-1.19,-0.01
2026-07-25 09:30:00+00:00,-3.41,-3.41,0.0,-3.41,1.01,-3.41,54.71,47.985,-3.41,2.86,-3.41,68.28,-1.81,-3.41,-3.41,68.28,-0.04,-3.41,-0.01
2026-07-25 09:45:00+00:00,-5.01,-5.01,0.0,-5.01,1.01,-5.01,53.78,47.985,-5.01,2.7,-5.01,70.0,-2.0,-5.01,-5.01,70.0,-0.86,-5.01,-0.01
2026-07-25 10:00:00+00:00,-4.82,-4.82,-3.74,-4.82,1.01,-4.82,27.04,72.72,-4.82,3.59,-4.82,70.0,-1.0,-4.82,-4.82,70.0,-0.26,-4.82,-0.01
2026-07-25 10:15:00+00:00,0.0,-5.0,-3.74,-5.0,1.01,-5.0,27.04,72.72,-5.0,3.25,-5.0,90.0,-1.0,-5.0,-5.0,90.0,-0.53,-5.0,-0.01
2026-07-25 10:30:00+00:00,-5.54,-5.54,-3.74,-5.54,1.01,-5.54,12.24,72.72,-5.54,2.96,-5.54,93.53,-1.0,-5.54,-5.54,93.53,-0.89,-5.54,-0.01
2026-07-25 10:45:00+00:00,-8.46,-8.46,-3.74,-8.46,1.01,-8.46,6.84,72.72,-8.46,2.72,-8.46,100.0,-1.0,-8.46,-8.46,100.0,-2.35,-8.46,-0.01
2026-07-25 11:00:00+00:00,-7.79,-7.99,-5.05,-7.75,1.29,-7.64,14.62,93.25,-7.92,2.15,-7.43,90.0,-1.0,-7.61,-7.59,90.0,-2.8,-7.18,-0.01
2026-07-25 11:15:00+00:00,0.0,-9.98,-5.05,-8.65,1.29,-8.02,24.11,93.25,-9.9,2.05,-6.73,90.0,-1.0,-7.95,-9.68,90.0,-3.07,-9.84,-0.01
2026-07-25 11:30:00+00:00,-3.59,-10.44,-5.05,-10.26,1.29,-10.18,23.69,93.25,-10.43,1.89,-10.0,90.0,-1.0,-10.17,-10.4,90.0,-3.44,-10.42,-0.01
2026-07-25 11:45:00+00:00,-6.79,-11.38,-5.05,-11.1,1.29,-10.96,22.96,93.25,-11.36,1.81,-10.69,91.73,-1.0,-10.95,-11.32,91.73,-5.28,-11.35,-0.01
2026-07-25 12:00:00+00:00,0.0,-15.01,-1.37,-10.5,1.61,-8.56,6.6,109.295,-13.24,1.67,-5.0,90.0,-1.0,-7.93,-5.0,90.0,-7.67,3.54,-0.01
2026-07-25 12:15:00+00:00,-7.36,-14.31,-1.37,-9.27,1.61,-7.1,6.58,109.295,-12.34,1.68,-3.13,90.0,-1.0,-6.4,-3.13,90.0,-7.32,6.43,-0.01
2026-07-25 12:30:00+00:00,-7.83,-11.81,-1.37,-6.94,1.61,-4.84,6.1,109.295,-9.9,1.52,-1.0,99.0,-1.0,-4.16,-1.0,99.0,-6.01,8.23,-0.01
2026-07-25 12:45:00+00:00,0.0,-7.99,-1.37,-5.43,1.61,-4.11,5.85,109.295,-7.04,1.8,-2.67,104.24,-1.0,-3.16,-2.67,104.24,-3.5,1.74,-0.01
2026-07-25 13:00:00+00:00,0.0,-6.47,10.26,-2.77,16.41,-0.82,27.35,110.735,-5.6,1.66,2.19,99.42,-1.02,0.0,-1.02,99.42,-2.72,-3.48,-0.02
2026-07-25 13:15:00+00:00,0.0,-3.72,10.26,-1.56,16.41,-0.29,27.77,110.735,-3.28,1.86,1.07,99.0,-1.02,0.59,-1.02,99.0,-1.11,-2.25,-0.02
2026-07-25 13:30:00+00:00,-1.04,-2.01,10.26,-0.87,16.41,-0.22,26.92,110.735,-2.32,2.12,0.48,70.0,-1.02,0.23,-1.02,70.0,-0.08,-1.26,-0.02
2026-07-25 13:45:00+00:00,0.0,-1.21,10.26,-0.83,16.41,-0.72,23.69,110.735,-1.31,1.99,-0.3,70.0,-1.0,-0.1,-1.0,70.0,0.35,-1.03,-0.01
2026-07-25 14:00:00+00:00,0.01,-1.06,69.59,-0.57,39.99,-0.31,56.06,110.555,-1.36,2.76,0.08,100.0,-0.68,0.08,-0.68,100.0,0.81,-0.64,-0.01
2026-07-25 14:15:00+00:00,1.94,-0.12,69.59,-0.09,39.99,-0.07,56.48,110.555,-0.12,3.19,-0.06,120.0,-0.5,0.0,-0.11,120.0,1.53,-0.12,-0.01
2026-07-25 14:30:00+00:00,41.13,-0.09,69.59,-0.05,39.99,-0.03,57.07,110.555,-0.09,3.74,0.01,133.9,-0.39,0.01,-0.09,133.9,1.59,-0.09,0.0
2026-07-25 14:45:00+00:00,83.37,-0.01,69.59,0.0,39.99,0.01,57.26,110.555,-0.01,4.1,0.02,137.38,-0.16,0.01,-0.01,137.38,1.6,-0.01,0.01
2026-07-25 15:00:00+00:00,110.91,-0.01,115.41,0.0,94.93,0.0,60.1,108.03,-0.01,4.74,0.01,135.29,-0.05,0.0,-0.01,135.29,2.47,-0.01,0.0
2026-07-25 15:15:00+00:00,112.31,0.0,115.41,0.36,94.93,0.62,60.17,108.03,0.0,5.25,0.84,141.27,-0.01,0.76,0.0,141.27,3.92,0.01,0.64
2026-07-25 15:30:00+00:00,118.59,2.59,115.41,23.96,94.93,38.69,73.24,108.03,2.42,8.52,51.68,144.44,0.0,47.03,0.0,144.44,8.4,2.59,40.66
2026-07-25 15:45:00+00:00,117.39,42.42,115.41,100.45,94.93,149.48,97.28,108.03,40.0,15.31,175.25,175.25,0.0,175.25,14.76,175.25,37.12,40.0,154.48
2026-07-25 16:00:00+00:00,122.84,21.95,135.69,44.38,135.02,57.19,59.48,146.29,21.84,13.92,67.25,143.11,0.0,58.67,21.95,143.11,22.65,22.31,152.71
2026-07-25 16:15:00+00:00,114.04,99.1,135.69,116.82,135.02,126.68,104.74,146.29,96.27,15.05,134.54,150.0,0.28,128.47,71.13,150.0,99.96,95.39,165.41
2026-07-25 16:30:00+00:00,127.67,119.75,135.69,129.14,135.02,134.32,112.87,146.29,118.41,10.86,138.46,190.85,1.08,135.27,104.83,190.85,120.190002,117.91,134.2
2026-07-25 16:45:00+00:00,157.81,139.98,135.69,161.21,135.02,172.7,115.04,146.29,139.98,22.3,181.97,201.84,2.0,174.45,130.42,201.84,127.34,139.38,172.33
2026-07-25 17:00:00+00:00,138.92,138.92,154.0,138.92,158.5,138.92,118.85,166.975,138.92,49.99,138.92,197.34,0.01,138.92,138.92,197.34,138.92,138.92,126.76
2026-07-25 17:15:00+00:00,151.78,150.0,154.0,151.48,158.5,151.5,120.73,166.975,150.86,69.59,151.3,201.84,1.5,151.42,150.84,201.84,143.26,150.88,135.0
2026-07-25 17:30:00+00:00,170.01,163.89,154.0,168.83,158.5,169.2,122.19,166.975,163.44,69.99,168.58,204.39,21.54,169.15,155.51,204.39,142.17,162.42,136.01
2026-07-25 17:45:00+00:00,183.9,176.87,154.0,183.1,158.5,183.93,125.2,166.975,174.91,56.35,183.95,204.39,76.31,184.44,154.25,204.39,155.89,171.81,140.68
2026-07-25 18:00:00+00:00,163.14,163.01,158.14,163.18,163.55,163.19,130.32,178.44,163.37,66.82,163.23,201.84,79.96,163.21,163.3,201.84,162.56,163.33,156.53
2026-07-25 18:15:00+00:00,173.66,172.99,158.14,173.88,163.55,173.9,132.62,178.44,174.82,50.0,174.11,203.14,97.5,173.99,174.47,203.14,170.669998,174.62,152.45
2026-07-25 18:30:00+00:00,177.93,173.49,158.14,176.92,163.55,177.09,133.51,178.44,173.61,50.0,176.5,201.84,126.33,176.95,168.63,201.84,156.12,173.62,159.71
2026-07-25 18:45:00+00:00,174.13,171.75,158.14,174.04,163.55,174.46,133.54,178.44,171.17,43.02,174.69,202.62,155.9,174.83,155.9,202.62,164.93,170.57,153.69
2026-07-25 19:00:00+00:00,173.0,174.48,163.1,172.61,154.88,171.57,133.79,184.055,174.86,53.34,170.31,204.39,153.6,170.49,153.6,212.06,174.99,174.16,164.41
2026-07-25 19:15:00+00:00,170.86,171.54,163.1,170.69,154.88,170.16,133.32,184.055,171.94,29.11,169.55,204.39,161.16,169.63,161.16,204.39,171.5,171.56,164.41
2026-07-25 19:30:00+00:00,165.5,165.5,163.1,165.5,154.88,165.5,132.33,184.055,165.5,13.64,165.5,200.0,165.5,165.5,165.5,200.0,165.5,165.5,165.5
2026-07-25 19:45:00+00:00,164.78,164.78,163.1,164.78,154.88,164.78,132.08,184.055,164.78,6.95,164.78,194.62,164.78,164.78,164.78,194.62,164.78,164.78,164.41
2026-07-25 20:00:00+00:00,173.22,173.22,164.3,173.22,160.0,173.22,131.48,190.615,173.22,6.95,173.22,204.39,173.22,173.22,173.22,204.39,173.220001,173.22,155.82
2026-07-25 20:15:00+00:00,165.16,165.16,164.3,165.16,160.0,165.16,131.34,190.615,165.16,5.06,165.16,195.18,165.16,165.16,165.16,195.18,165.160004,165.16,142.3
2026-07-25 20:30:00+00:00,164.99,164.99,164.3,164.99,160.0,164.99,131.08,190.615,164.99,2.92,164.99,201.84,164.99,164.99,164.99,201.84,164.99,164.99,140.38
2026-07-25 20:45:00+00:00,158.56,158.56,164.3,158.56,160.0,158.56,130.92,190.615,158.56,2.47,158.56,198.59,158.56,158.56,158.56,198.59,158.559998,158.56,158.56
2026-07-25 21:00:00+00:00,166.84,166.84,159.4,166.84,117.0,166.84,130.38,189.73,166.84,2.19,166.84,201.84,166.84,166.84,166.84,201.84,166.839996,166.84,166.84
2026-07-25 21:15:00+00:00,160.33,160.33,159.4,160.33,117.0,160.33,129.9,189.73,160.33,1.99,160.33,189.83,160.33,160.33,160.33,189.83,160.33,160.33,160.33
2026-07-25 21:30:00+00:00,160.64,160.64,159.4,160.64,117.0,160.64,129.66,189.73,160.64,1.9,160.64,160.64,160.64,160.64,160.64,160.64,160.64,160.64,160.64
2026-07-25 21:45:00+00:00,152.19,152.19,159.4,152.19,117.0,152.19,129.04,189.73,152.19,1.8,152.19,152.19,152.19,152.19,152.19,152.19,152.190002,152.19,152.19
2026-07-25 22:00:00+00:00,146.55,148.59,151.45,147.13,79.93,144.76,138.06,166.82,147.95,1.81,147.39,201.28,139.35,133.59,139.35,201.28,148.14,147.69,135.73
